Iteration,x_k,f(x_k)
255,3.99414,31.53363
256,3.99411,31.53177
257,3.99409,31.52992
258,3.99407,31.52806
259,3.99404,31.5262
260,3.99402,31.52435
261,3.994,31.52249
262,3.99397,31.52063
263,3.99395,31.51878
264,3.99392,31.51692
265,3.9939,31.51506
266,3.99388,31.5132
267,3.99385,31.51135
268,3.99383,31.50949
269,3.99381,31.50763
270,3.99378,31.50577
271,3.99376,31.50391
272,3.99374,31.50205
273,3.99371,31.50019
274,3.99369,31.49833
275,3.99367,31.49647
276,3.99364,31.49461
277,3.99362,31.49275
278,3.9936,31.49089
279,3.99357,31.48903
280,3.99355,31.48717
281,3.99352,31.48531
282,3.9935,31.48345
283,3.99348,31.48159
284,3.99345,31.47973
285,3.99343,31.47786
286,3.99341,31.476
287,3.99338,31.47414
288,3.99336,31.47228
289,3.99334,31.47041
290,3.99331,31.46855
291,3.99329,31.46669
292,3.99327,31.46483
293,3.99324,31.46296
294,3.99322,31.4611
295,3.99319,31.45923
296,3.99317,31.45737
297,3.99315,31.4555
298,3.99312,31.45364
299,3.9931,31.45178
300,3.99308,31.44991
301,3.99305,31.44804
302,3.99303,31.44618
303,3.99301,31.44431
304,3.99298,31.44245
305,3.99296,31.44058
306,3.99293,31.43871
307,3.99291,31.43685
308,3.99289,31.43498
309,3.99286,31.43311
310,3.99284,31.43125
311,3.99282,31.42938
312,3.99279,31.42751
313,3.99277,31.42564
314,3.99274,31.42377
315,3.99272,31.42191
316,3.9927,31.42004
317,3.99267,31.41817
318,3.99265,31.4163
319,3.99263,31.41443
320,3.9926,31.41256
321,3.99258,31.41069
322,3.99256,31.40882
323,3.99253,31.40695
324,3.99251,31.40508
325,3.99248,31.40321
326,3.99246,31.40134
327,3.99244,31.39947
328,3.99241,31.3976
329,3.99239,31.39573
330,3.99237,31.39385
331,3.99234,31.39198
332,3.99232,31.39011
333,3.99229,31.38824
334,3.99227,31.38636
335,3.99225,31.38449
336,3.99222,31.38262
337,3.9922,31.38075
338,3.99217,31.37887
339,3.99215,31.377
340,3.99213,31.37512
341,3.9921,31.37325
342,3.99208,31.37138
343,3.99206,31.3695
344,3.99203,31.36763
345,3.99201,31.36575
346,3.99198,31.36388
347,3.99196,31.362
348,3.99194,31.36013
349,3.99191,31.35825
350,3.99189,31.35637
351,3.99187,31.3545
352,3.99184,31.35262
353,3.99182,31.35074
354,3.99179,31.34887
355,3.99177,31.34699
356,3.99175,31.34511
357,3.99172,31.34323
358,3.9917,31.34136
359,3.99167,31.33948
360,3.99165,31.3376
361,3.99163,31.33572
362,3.9916,31.33384
363,3.99158,31.33196
364,3.99156,31.33009
365,3.99153,31.32821
366,3.99151,31.32633
367,3.99148,31.32445
368,3.99146,31.32257
369,3.99144,31.32069
370,3.99141,31.31881
371,3.99139,31.31692
372,3.99136,31.31504
373,3.99134,31.31316
374,3.99132,31.31128
375,3.99129,31.3094
376,3.99127,31.30752
377,3.99124,31.30564
378,3.99122,31.30375
379,3.9912,31.30187
380,3.99117,31.29999
381,3.99115,31.29811
382,3.99112,31.29622
383,3.9911,31.29434
384,3.99108,31.29245
385,3.99105,31.29057
386,3.99103,31.28869
387,3.991,31.2868
388,3.99098,31.28492
389,3.99096,31.28303
390,3.99093,31.28115
391,3.99091,31.27926
392,3.99088,31.27738
393,3.99086,31.27549
394,3.99084,31.27361
395,3.99081,31.27172
396,3.99079,31.26983
397,3.99076,31.26795
398,3.99074,31.26606
399,3.99072,31.26417
400,3.99069,31.26229
401,3.99067,31.2604
402,3.99064,31.25851
403,3.99062,31.25662
404,3.9906,31.25474
405,3.99057,31.25285
406,3.99055,31.25096
407,3.99052,31.24907
408,3.9905,31.24718
409,3.99048,31.24529
410,3.99045,31.2434
411,3.99043,31.24151
412,3.9904,31.23962
413,3.99038,31.23773
414,3.99036,31.23584
415,3.99033,31.23395
416,3.99031,31.23206
417,3.99028,31.23017
418,3.99026,31.22828
419,3.99023,31.22639
420,3.99021,31.2245
421,3.99019,31.2226
422,3.99016,31.22071
423,3.99014,31.21882
424,3.99011,31.21693
425,3.99009,31.21503
426,3.99007,31.21314
427,3.99004,31.21125
428,3.99002,31.20935
429,3.98999,31.20746
430,3.98997,31.20557
431,3.98995,31.20367
432,3.98992,31.20178
433,3.9899,31.19988
434,3.98987,31.19799
435,3.98985,31.19609
436,3.98982,31.1942
437,3.9898,31.1923
438,3.98978,31.19041
439,3.98975,31.18851
440,3.98973,31.18662
441,3.9897,31.18472
442,3.98968,31.18282
443,3.98966,31.18093
444,3.98963,31.17903
445,3.98961,31.17713
446,3.98958,31.17523
447,3.98956,31.17334
448,3.98953,31.17144
449,3.98951,31.16954
450,3.98949,31.16764
451,3.98946,31.16574
452,3.98944,31.16384
453,3.98941,31.16194
454,3.98939,31.16005
455,3.98936,31.15815
456,3.98934,31.15625
457,3.98932,31.15435
458,3.98929,31.15245
459,3.98927,31.15055
460,3.98924,31.14864
461,3.98922,31.14674
462,3.98919,31.14484
463,3.98917,31.14294
464,3.98915,31.14104
465,3.98912,31.13914
466,3.9891,31.13724
467,3.98907,31.13533
468,3.98905,31.13343
469,3.98902,31.13153
470,3.989,31.12963
471,3.98898,31.12772
472,3.98895,31.12582
473,3.98893,31.12391
474,3.9889,31.12201
475,3.98888,31.12011
476,3.98885,31.1182
477,3.98883,31.1163
478,3.98881,31.11439
479,3.98878,31.11249
480,3.98876,31.11058
481,3.98873,31.10868
482,3.98871,31.10677
483,3.98868,31.10487
484,3.98866,31.10296
485,3.98863,31.10105
486,3.98861,31.09915
487,3.98859,31.09724
488,3.98856,31.09533
489,3.98854,31.09343
490,3.98851,31.09152
491,3.98849,31.08961
492,3.98846,31.0877
493,3.98844,31.08579
494,3.98842,31.08389
495,3.98839,31.08198
496,3.98837,31.08007
497,3.98834,31.07816
498,3.98832,31.07625
499,3.98829,31.07434
500,3.98827,31.07243
501,3.98824,31.07052
502,3.98822,31.06861
503,3.9882,31.0667
504,3.98817,31.06479
505,3.98815,31.06288
506,3.98812,31.06097
507,3.9881,31.05905
508,3.98807,31.05714
509,3.98805,31.05523
510,3.98802,31.05332
511,3.988,31.05141
512,3.98797,31.04949
513,3.98795,31.04758
514,3.98793,31.04567
515,3.9879,31.04375
516,3.98788,31.04184
517,3.98785,31.03993
518,3.98783,31.03801
519,3.9878,31.0361
520,3.98778,31.03418
521,3.98775,31.03227
522,3.98773,31.03035
523,3.98771,31.02844
524,3.98768,31.02652
525,3.98766,31.02461
526,3.98763,31.02269
527,3.98761,31.02078
528,3.98758,31.01886
529,3.98756,31.01694
530,3.98753,31.01503
531,3.98751,31.01311
532,3.98748,31.01119
533,3.98746,31.00928
534,3.98744,31.00736
535,3.98741,31.00544
536,3.98739,31.00352
537,3.98736,31.0016
538,3.98734,30.99968
539,3.98731,30.99777
540,3.98729,30.99585
541,3.98726,30.99393
542,3.98724,30.99201
543,3.98721,30.99009
544,3.98719,30.98817
545,3.98716,30.98625
546,3.98714,30.98433
547,3.98712,30.98241
548,3.98709,30.98049
549,3.98707,30.97856
550,3.98704,30.97664
551,3.98702,30.97472
552,3.98699,30.9728
553,3.98697,30.97088
554,3.98694,30.96895
555,3.98692,30.96703
556,3.98689,30.96511
557,3.98687,30.96319
558,3.98684,30.96126
559,3.98682,30.95934
560,3.98679,30.95742
561,3.98677,30.95549
562,3.98675,30.95357
563,3.98672,30.95164
564,3.9867,30.94972
565,3.98667,30.94779
566,3.98665,30.94587
567,3.98662,30.94394
568,3.9866,30.94202
569,3.98657,30.94009
570,3.98655,30.93817
571,3.98652,30.93624
572,3.9865,30.93431
573,3.98647,30.93239
574,3.98645,30.93046
575,3.98642,30.92853
576,3.9864,30.9266
577,3.98637,30.92468
578,3.98635,30.92275
579,3.98632,30.92082
580,3.9863,30.91889
581,3.98627,30.91696
582,3.98625,30.91503
583,3.98623,30.9131
584,3.9862,30.91117
585,3.98618,30.90925
586,3.98615,30.90732
587,3.98613,30.90539
588,3.9861,30.90345
589,3.98608,30.90152
590,3.98605,30.89959
591,3.98603,30.89766
592,3.986,30.89573
593,3.98598,30.8938
594,3.98595,30.89187
595,3.98593,30.88994
596,3.9859,30.888
597,3.98588,30.88607
598,3.98585,30.88414
599,3.98583,30.88221
600,3.9858,30.88027
601,3.98578,30.87834
602,3.98575,30.87641
603,3.98573,30.87447
604,3.9857,30.87254
605,3.98568,30.8706
606,3.98565,30.86867
607,3.98563,30.86673
608,3.9856,30.8648
609,3.98558,30.86286
610,3.98555,30.86093
611,3.98553,30.85899
612,3.9855,30.85706
613,3.98548,30.85512
614,3.98545,30.85318
615,3.98543,30.85125
616,3.9854,30.84931
617,3.98538,30.84737
618,3.98536,30.84543
619,3.98533,30.8435
620,3.98531,30.84156
621,3.98528,30.83962
622,3.98526,30.83768
623,3.98523,30.83574
624,3.98521,30.8338
625,3.98518,30.83187
626,3.98516,30.82993
627,3.98513,30.82799
628,3.98511,30.82605
629,3.98508,30.82411
630,3.98506,30.82217
631,3.98503,30.82023
632,3.98501,30.81828
633,3.98498,30.81634
634,3.98496,30.8144
635,3.98493,30.81246
636,3.98491,30.81052
637,3.98488,30.80858
638,3.98486,30.80663
639,3.98483,30.80469
640,3.98481,30.80275
641,3.98478,30.80081
642,3.98476,30.79886
643,3.98473,30.79692
644,3.98471,30.79498
645,3.98468,30.79303
646,3.98465,30.79109
647,3.98463,30.78914
648,3.9846,30.7872
649,3.98458,30.78525
650,3.98455,30.78331
651,3.98453,30.78136
652,3.9845,30.77942
653,3.98448,30.77747
654,3.98445,30.77553
655,3.98443,30.77358
656,3.9844,30.77163
657,3.98438,30.76969
658,3.98435,30.76774
659,3.98433,30.76579
660,3.9843,30.76384
661,3.98428,30.7619
662,3.98425,30.75995
663,3.98423,30.758
664,3.9842,30.75605
665,3.98418,30.7541
666,3.98415,30.75215
667,3.98413,30.75021
668,3.9841,30.74826
669,3.98408,30.74631
670,3.98405,30.74436
671,3.98403,30.74241
672,3.984,30.74046
673,3.98398,30.7385
674,3.98395,30.73655
675,3.98393,30.7346
676,3.9839,30.73265
677,3.98388,30.7307
678,3.98385,30.72875
679,3.98383,30.7268
680,3.9838,30.72484
681,3.98378,30.72289
682,3.98375,30.72094
683,3.98372,30.71898
684,3.9837,30.71703
685,3.98367,30.71508
686,3.98365,30.71312
687,3.98362,30.71117
688,3.9836,30.70922
689,3.98357,30.70726
690,3.98355,30.70531
691,3.98352,30.70335
692,3.9835,30.7014
693,3.98347,30.69944
694,3.98345,30.69748
695,3.98342,30.69553
696,3.9834,30.69357
697,3.98337,30.69162
698,3.98335,30.68966
699,3.98332,30.6877
700,3.9833,30.68574
701,3.98327,30.68379
702,3.98324,30.68183
703,3.98322,30.67987
704,3.98319,30.67791
705,3.98317,30.67595
706,3.98314,30.674
707,3.98312,30.67204
708,3.98309,30.67008
709,3.98307,30.66812
710,3.98304,30.66616
711,3.98302,30.6642
712,3.98299,30.66224
713,3.98297,30.66028
714,3.98294,30.65832
715,3.98292,30.65636
716,3.98289,30.6544
717,3.98286,30.65243
718,3.98284,30.65047
719,3.98281,30.64851
720,3.98279,30.64655
721,3.98276,30.64459
722,3.98274,30.64262
723,3.98271,30.64066
724,3.98269,30.6387
725,3.98266,30.63673
726,3.98264,30.63477
727,3.98261,30.63281
728,3.98258,30.63084
729,3.98256,30.62888
730,3.98253,30.62691
731,3.98251,30.62495
732,3.98248,30.62298
733,3.98246,30.62102
734,3.98243,30.61905
735,3.98241,30.61709
736,3.98238,30.61512
737,3.98236,30.61315
738,3.98233,30.61119
739,3.9823,30.60922
740,3.98228,30.60725
741,3.98225,30.60529
742,3.98223,30.60332
743,3.9822,30.60135
744,3.98218,30.59938
745,3.98215,30.59741
746,3.98213,30.59545
747,3.9821,30.59348
748,3.98208,30.59151
749,3.98205,30.58954
750,3.98202,30.58757
751,3.982,30.5856
752,3.98197,30.58363
753,3.98195,30.58166
754,3.98192,30.57969
755,3.9819,30.57772
756,3.98187,30.57575
757,3.98185,30.57378
758,3.98182,30.5718
759,3.98179,30.56983
760,3.98177,30.56786
761,3.98174,30.56589
762,3.98172,30.56391
763,3.98169,30.56194
764,3.98167,30.55997
765,3.98164,30.558
766,3.98162,30.55602
767,3.98159,30.55405
768,3.98156,30.55207
769,3.98154,30.5501
770,3.98151,30.54813
771,3.98149,30.54615
772,3.98146,30.54418
773,3.98144,30.5422
774,3.98141,30.54022
775,3.98138,30.53825
776,3.98136,30.53627
777,3.98133,30.5343
778,3.98131,30.53232
779,3.98128,30.53034
780,3.98126,30.52837
781,3.98123,30.52639
782,3.98121,30.52441
783,3.98118,30.52243
784,3.98115,30.52046
785,3.98113,30.51848
786,3.9811,30.5165
787,3.98108,30.51452
788,3.98105,30.51254
789,3.98103,30.51056
790,3.981,30.50858
791,3.98097,30.5066
792,3.98095,30.50462
793,3.98092,30.50264
794,3.9809,30.50066
795,3.98087,30.49868
796,3.98085,30.4967
797,3.98082,30.49472
798,3.98079,30.49274
799,3.98077,30.49076
800,3.98074,30.48877
801,3.98072,30.48679
802,3.98069,30.48481
803,3.98067,30.48283
804,3.98064,30.48084
805,3.98061,30.47886
806,3.98059,30.47688
807,3.98056,30.47489
808,3.98054,30.47291
809,3.98051,30.47092
810,3.98048,30.46894
811,3.98046,30.46695
812,3.98043,30.46497
813,3.98041,30.46298
814,3.98038,30.461
815,3.98036,30.45901
816,3.98033,30.45703
817,3.9803,30.45504
818,3.98028,30.45305
819,3.98025,30.45107
820,3.98023,30.44908
821,3.9802,30.44709
822,3.98017,30.4451
823,3.98015,30.44312
824,3.98012,30.44113
825,3.9801,30.43914
826,3.98007,30.43715
827,3.98005,30.43516
828,3.98002,30.43317
829,3.97999,30.43118
830,3.97997,30.42919
831,3.97994,30.4272
832,3.97992,30.42521
833,3.97989,30.42322
834,3.97986,30.42123
835,3.97984,30.41924
836,3.97981,30.41725
837,3.97979,30.41526
838,3.97976,30.41327
839,3.97973,30.41128
840,3.97971,30.40928
841,3.97968,30.40729
842,3.97966,30.4053
843,3.97963,30.40331
844,3.9796,30.40131
845,3.97958,30.39932
846,3.97955,30.39732
847,3.97953,30.39533
848,3.9795,30.39334
849,3.97947,30.39134
850,3.97945,30.38935
851,3.97942,30.38735
852,3.9794,30.38536
853,3.97937,30.38336
854,3.97934,30.38137
855,3.97932,30.37937
856,3.97929,30.37737
857,3.97927,30.37538
858,3.97924,30.37338
859,3.97921,30.37138
860,3.97919,30.36939
861,3.97916,30.36739
862,3.97914,30.36539
863,3.97911,30.36339
864,3.97908,30.36139
865,3.97906,30.35939
866,3.97903,30.3574
867,3.97901,30.3554
868,3.97898,30.3534
869,3.97895,30.3514
870,3.97893,30.3494
871,3.9789,30.3474
872,3.97888,30.3454
873,3.97885,30.3434
874,3.97882,30.3414
875,3.9788,30.33939
876,3.97877,30.33739
877,3.97875,30.33539
878,3.97872,30.33339
879,3.97869,30.33139
880,3.97867,30.32938
881,3.97864,30.32738
882,3.97861,30.32538
883,3.97859,30.32338
884,3.97856,30.32137
885,3.97854,30.31937
886,3.97851,30.31736
887,3.97848,30.31536
888,3.97846,30.31336
889,3.97843,30.31135
890,3.97841,30.30935
891,3.97838,30.30734
892,3.97835,30.30534
893,3.97833,30.30333
894,3.9783,30.30132
895,3.97827,30.29932
896,3.97825,30.29731
897,3.97822,30.2953
898,3.9782,30.2933
899,3.97817,30.29129
900,3.97814,30.28928
901,3.97812,30.28727
902,3.97809,30.28526
903,3.97806,30.28326
904,3.97804,30.28125
905,3.97801,30.27924
906,3.97799,30.27723
907,3.97796,30.27522
908,3.97793,30.27321
909,3.97791,30.2712
910,3.97788,30.26919
911,3.97785,30.26718
912,3.97783,30.26517
913,3.9778,30.26316
914,3.97778,30.26115
915,3.97775,30.25913
916,3.97772,30.25712
917,3.9777,30.25511
918,3.97767,30.2531
919,3.97764,30.25109
920,3.97762,30.24907
921,3.97759,30.24706
922,3.97757,30.24505
923,3.97754,30.24303
924,3.97751,30.24102
925,3.97749,30.239
926,3.97746,30.23699
927,3.97743,30.23498
928,3.97741,30.23296
929,3.97738,30.23095
930,3.97735,30.22893
931,3.97733,30.22691
932,3.9773,30.2249
933,3.97728,30.22288
934,3.97725,30.22087
935,3.97722,30.21885
936,3.9772,30.21683
937,3.97717,30.21481
938,3.97714,30.2128
939,3.97712,30.21078
940,3.97709,30.20876
941,3.97706,30.20674
942,3.97704,30.20472
943,3.97701,30.2027
944,3.97698,30.20069
945,3.97696,30.19867
946,3.97693,30.19665
947,3.97691,30.19463
948,3.97688,30.19261
949,3.97685,30.19059
950,3.97683,30.18856
951,3.9768,30.18654
952,3.97677,30.18452
953,3.97675,30.1825
954,3.97672,30.18048
955,3.97669,30.17846
956,3.97667,30.17643
957,3.97664,30.17441
958,3.97661,30.17239
959,3.97659,30.17037
960,3.97656,30.16834
961,3.97653,30.16632
962,3.97651,30.16429
963,3.97648,30.16227
964,3.97646,30.16025
965,3.97643,30.15822
966,3.9764,30.1562
967,3.97638,30.15417
968,3.97635,30.15215
969,3.97632,30.15012
970,3.9763,30.14809
971,3.97627,30.14607
972,3.97624,30.14404
973,3.97622,30.14201
974,3.97619,30.13999
975,3.97616,30.13796
976,3.97614,30.13593
977,3.97611,30.1339
978,3.97608,30.13188
979,3.97606,30.12985
980,3.97603,30.12782
981,3.976,30.12579
982,3.97598,30.12376
983,3.97595,30.12173
984,3.97592,30.1197
985,3.9759,30.11767
986,3.97587,30.11564
987,3.97584,30.11361
988,3.97582,30.11158
989,3.97579,30.10955
990,3.97576,30.10752
991,3.97574,30.10548
992,3.97571,30.10345
993,3.97568,30.10142
994,3.97566,30.09939
995,3.97563,30.09736
996,3.9756,30.09532
997,3.97558,30.09329
998,3.97555,30.09126
999,3.97552,30.08922
1000,3.9755,30.08719
